id,0,1,2,subgroup
0,-0.0058726147,-0.037142903,-0.0014793649,1
1,0.011806041,0.015188187,0.008586712,1
2,0.002227828,-0.018693209,0.0036207065,1
3,0.0036679804,-0.011914015,0.004213333,1
4,0.008068487,0.0033774972,0.006293308,1
5,0.0058962405,-0.004214853,0.004847374,1
6,-0.0069383457,-0.04100883,-0.0018909574,1
7,0.012144312,0.019337982,0.0070574284,1
12,0.0035812855,-0.008830667,0.005117044,1
13,0.011647388,0.014555454,0.008746475,1
14,0.005126819,-0.008872658,0.005471643,1
15,0.007817864,0.0020307302,0.005458858,1
17,-0.003479004,-0.027644366,-0.001297269,1
18,0.000147596,-0.018972337,0.0021783113,1
19,0.0037948191,-0.012718022,0.0034124814,1
20,0.011388242,0.013541102,0.0073631406,1
21,0.004056528,-0.012102485,0.0050942004,1
22,0.006903425,-0.00023442507,0.004492972,1
24,0.007922873,0.0046131015,0.0069838725,1
25,0.0018446594,-0.01922223,0.0036033243,1
27,0.008218765,0.0069936514,0.004645761,1
28,-0.0015525222,-0.03199932,0.0072973743,1
29,0.010272652,0.011638522,0.006627612,1
30,0.004145801,-0.009210944,0.0020862818,1
31,0.011610284,0.014618963,0.008437898,1
32,0.0017044842,-0.019304931,0.0031851307,1
33,0.0055974573,-0.0052010417,0.00501433,1
34,0.011334568,0.0150925815,0.0074526183,1
35,-0.008854732,-0.049435347,-0.0020676292,1
37,-0.0029765218,-0.027089953,-0.00052844733,1
38,0.0042238683,-0.011245161,0.0048583522,1
40,0.010436982,0.013146937,0.0053566843,1
41,0.0062845796,-0.000118136406,0.005530931,1
42,0.0059807897,0.0020492375,0.0030751154,1
43,-0.008203462,-0.046398073,-0.002223637,1
44,0.0052018613,-0.007287234,0.005229123,1
45,0.0005145967,-0.02415225,0.0025980845,1
48,-0.0015592128,-0.03212166,0.0068664514,1
49,-0.00680048,-0.041166037,-0.0021924265,1
50,0.012160823,0.01735732,0.007936068,1
51,0.0013892204,-0.014735132,0.0027130283,1
52,0.012850806,0.02027139,0.008009501,1
53,0.00954555,0.007763326,0.0067774616,1
54,0.011638671,0.014678657,0.0077917315,1
55,0.0069721043,0.0026308,0.005719509,1
56,0.0016125143,-0.020716727,0.0038111322,1
57,0.008142054,0.003349483,0.006442994,1
58,0.0065122694,-0.0021741986,0.0052235425,1
59,0.013121769,0.020380527,0.008016389,1
61,0.00573422,-0.0009620786,0.0049237944,1
62,0.009124577,0.0093052685,0.005055785,1
64,0.0073990673,0.002164632,0.0045233406,1
65,0.0058732927,-0.0011335313,0.005045172,1
66,0.0028369874,-0.010388166,0.003596738,1
68,0.0045527667,-0.0051575303,0.0046024173,1
70,-0.0067229196,-0.04178226,-0.0012923069,1
72,0.0047582686,-0.009469092,0.0049815774,1
73,0.011508942,0.015448481,0.0065908283,1
74,0.0032247156,-0.009346575,0.0019424409,1
75,0.008436948,0.0073289275,0.00579061,1
76,-0.0071783587,-0.042850435,-0.0016391277,1
77,0.00749515,0.0022515059,0.0046863183,1
78,0.0026818812,-0.011269331,0.0031591915,1
79,-0.006870292,-0.042946815,-0.0017575547,1
80,-0.008405089,-0.046040118,-0.0031014755,1
81,0.0018117875,-0.018773139,0.0022281557,1
82,0.010912657,0.012999445,0.007961422,1
83,0.0047052354,-0.008294791,0.004711222,1
84,0.011618301,0.014275521,0.008258522,1
86,-0.0038737431,-0.031546116,-0.00039564446,1
87,0.011540189,0.017278492,0.007291585,1
88,0.0036919564,-0.007813424,0.0043353476,1
89,0.0016845763,-0.012656927,0.0025026277,1
90,0.004301369,-0.0061846077,0.0047321655,1
93,0.0055382997,-0.00044706464,0.004298903,1
98,0.012511924,0.019392073,0.0074801035,1
101,0.00092335045,-0.022057563,0.0027886145,1
102,0.009512335,0.011723101,0.007076137,1
103,-0.0081716105,-0.0477961,-0.0010880493,1
106,0.0037462115,-0.00809288,0.004681997,1
107,0.0037578791,-0.0075170994,0.004741814,1
109,-0.004411787,-0.030002445,-0.00225465,1
110,0.0020156205,-0.019264013,0.0030839145,1
111,-0.006588213,-0.04073456,-0.0016064942,1
112,-0.0057597086,-0.037766457,-0.0015277639,1
113,0.006532669,-0.00032803416,0.003366124,1
114,0.0059557706,-0.0025847256,0.0037326962,1
115,-0.007106997,-0.041187704,-0.0034914874,1
116,-0.0014135242,-0.02889651,0.0050921775,1
117,0.0070512593,0.0007762313,0.0057503693,1
119,-0.0087188035,-0.04835725,-0.0014798492,1
124,-0.005112998,-0.036371976,-0.0011141151,1
125,-0.009407043,-0.04944986,-0.0028460473,1
127,0.0013056546,-0.013974756,0.0018023923,1
129,-0.008042306,-0.04453951,-0.003362123,1
133,-0.005362965,-0.03522286,-0.0022096597,1
134,0.005438611,-0.0050704777,0.0035861656,1
135,0.005191967,-0.006675631,0.005404357,1
145,0.008946925,0.008013338,0.005350925,1
146,0.0076135695,0.0012050867,0.0054899566,1
152,0.007077381,0.0015467405,0.0067345016,1
153,0.0033886582,-0.00918293,0.0042218976,1
156,0.007888958,0.0029021502,0.005619444,1
157,0.0036328584,-0.007920086,0.0036298446,1
160,0.0016378909,-0.013234913,0.0023754686,1
161,0.00645639,0.0019812882,0.0043425746,1
162,-0.0028705373,-0.031498075,0.0019127913,1
164,0.007390201,-0.00028571486,0.0058310106,1
165,0.004943192,-0.0052235723,0.005282473,1
166,0.0038472116,-0.0066792965,0.0042766407,1
167,0.009282246,0.006108284,0.006525941,1
169,-0.007851414,-0.04369822,-0.0020853467,1
170,0.008447185,0.0057102144,0.004574839,1
171,0.005540952,-0.0060752034,0.005220223,1
173,-0.00706774,-0.043473005,-0.0013893656,1
174,0.0074156076,0.0034826994,0.004612863,1
175,0.0015911609,-0.017917842,0.0014807954,1
178,-0.0058627054,-0.03853354,-0.0015228689,1
180,-0.0090228245,-0.048543364,-0.0025358498,1
182,0.0026327074,-0.0162597,0.003743384,1
183,-0.0038647652,-0.029576004,-0.0016564988,1
184,0.0011087507,-0.016343117,0.002353359,1
185,0.01091814,0.012556434,0.006848041,1
188,0.006081283,-0.0014416575,0.0039917864,1
190,-0.0027647763,-0.03549096,0.0059742928,1
192,0.00012357533,-0.024958104,0.002991408,1
195,-0.001176849,-0.028930277,0.00526309,1
196,0.0088661015,0.006441176,0.005865313,1
199,0.0056655705,-8.943677e-05,0.0033174157,1
201,-0.0050538033,-0.03491634,-0.0011248104,1
202,-0.005866915,-0.035014987,-0.003192883,1
204,0.005654201,-0.00039243698,0.004564669,1
205,0.011779711,0.013897061,0.00793549,1
209,0.006140068,-0.0042801797,0.0057557337,1
211,0.005289629,-0.0013357699,0.00308967,1
213,0.008469015,0.008312523,0.0047469474,1
215,0.006688133,0.00096154213,0.0035770163,1
216,-0.0062623397,-0.038687468,-0.0021412335,1
218,-0.0076264516,-0.04455766,-0.0015966073,1
219,0.011208907,0.014141321,0.006484594,1
220,-0.0019268468,-0.03186077,0.005399488,1
222,0.007030025,-3.2633543e-05,0.0051630177,1
223,0.009581298,0.009071708,0.00583905,1
224,-0.0042368397,-0.031822056,-0.0007322617,1
225,-0.0016310066,-0.032942593,0.007237032,1
226,-0.0068689436,-0.04254821,-0.0012277104,1
230,0.0039206,-0.010321617,0.0037966184,1
231,0.006366372,-0.002016008,0.006877031,1
232,0.0089650005,0.008039385,0.0070264973,1
233,0.0021938682,-0.014047354,0.004413713,1
234,0.012539551,0.019570827,0.007413931,1
237,0.0015205145,-0.020522237,0.003855694,1
241,0.007838756,0.0032952428,0.005428035,1
242,0.003887862,-0.01142323,0.0046037436,1
243,-0.0076703057,-0.042621225,-0.0034966879,1
246,0.009527728,0.010580331,0.0053751394,1
247,0.009395927,0.0109322965,0.0067769364,1
257,0.006901145,-0.0008817613,0.004517,1
258,0.0052606463,-0.00038024783,0.0024250075,1
259,0.005234912,-0.008051455,0.0059384704,1
260,-0.006489955,-0.041315228,-0.0015952401,1
262,0.0079533905,0.005330175,0.0054688044,1
263,0.010740653,0.010883629,0.008183729,1
264,-0.008230656,-0.0457516,-0.003100533,1
266,0.01079908,0.011837363,0.0071552917,1
267,-0.0033281073,-0.027436733,-0.00039958954,1
268,0.0054478794,-0.0011175573,0.0030259676,1
271,0.005514443,-0.005924076,0.0056479014,1
272,-0.008083016,-0.04791951,-0.001126796,1
273,0.0052138865,-0.0011556149,0.0032609887,1
274,-0.006581418,-0.041580945,-0.0015508011,1
275,0.012654081,0.019643337,0.007378973,1
276,-0.0018116161,-0.03242424,0.006792642,1
277,-0.005899623,-0.039363354,-0.00078468025,1
281,0.01145193,0.015808314,0.006760858,1
283,-0.002515316,-0.024723172,0.0002668351,1
288,0.0033643693,-0.014522642,0.004504759,1
289,-0.0030049533,-0.027075976,3.308803e-05,1
290,0.005198404,-0.0077359974,0.005247198,1
292,0.0014578104,-0.021235406,0.0027597584,1
293,0.010150269,0.0103191435,0.007113993,1
294,-0.00641685,-0.04150009,-1.7035753e-05,1
295,0.0037527084,-0.0125211775,0.0039737597,1
296,-0.0022598058,-0.024918914,0.00096817315,1
305,-0.006898366,-0.04175219,-0.0013888665,1
311,0.00015710294,-0.024744064,0.0030114837,1
315,0.0016615838,-0.01454109,0.003010206,1
316,0.0013577193,-0.013487995,0.0029416122,1
319,0.0022117943,-0.0108341575,0.0019680522,1
320,-0.0070049986,-0.042375,-0.0017089806,1
