idx,id,0,1,2
0,A0,0.48097655108400217,0.48097655108400217,0.7012872865966197
1,A1,0.9268536251909436,0.9272435469638727,0.9277957221913992
2,A2,0.47926426872793104,0.47926426872793104,0.7429127876480198
3,A3,0.7084744399896816,0.7324645279724009,0.7591312540617163
4,A4,0.47772305924646097,0.7589678779733029,0.6993311871137531
5,A6,0.8769529775860448,0.8969046823693307,0.9022520765822464
6,A7,0.9044087807092752,0.8950073920049475,0.878047604248485
7,A8,0.49095943496535344,0.49095943496535344,0.8112625768069098
8,A10,0.931990495488405,0.94575506589342,0.9408813979295292
9,A11,0.4783168127200649,0.7723554512669284,0.4783168127200649
10,A12,0.4775047121765561,0.7489264749892476,0.4775047121765561
11,A13,0.8099312309610416,0.7414360434458365,0.7681198941847973
12,A14,0.882190862534418,0.8873398708367326,0.8851095051142903
13,A15,0.6806454835903797,0.6806454835903797,0.6806454835903797
14,A16,0.8805483630978483,0.8711068696989803,0.8685145420013648
15,A17,0.790005633397749,0.48107841378237737,0.7720656028906643
16,A19,0.9371305653772363,0.9412753388629441,0.9395187534292719
17,A21,0.7780115298523744,0.7807254867203701,0.7500221449030072
18,A22,0.7888899450899095,0.7971192874285731,0.7882687989690655
19,A23,0.4781998598207601,0.4781998598207601,0.4781998598207601
20,A25,0.7056259821392855,0.7080051042835224,0.4773166432773899
21,A26,0.7256968809964323,0.8377670429848411,0.8166415946431658
22,A27,0.8886141326658724,0.8859991867320811,0.8602331642145684
23,A28,0.8101989025701745,0.8252995112376175,0.862112289026131
24,A30,0.8922716251271342,0.8730734429384885,0.8932073084232806
25,A31,0.8860082211586016,0.8257596628404497,0.8065604934904695
26,A32,0.957816483292603,0.9546250026480511,0.9525711240319189
27,A33,0.8045312795691896,0.7362952879159759,0.7915313551132428
28,A34,0.8142109589159213,0.7759103098037158,0.8127710183590083
29,A35,0.9395611824754624,0.9448053120376512,0.9434579109561447
30,A36,0.9461701767769866,0.942523936513597,0.9439127804097522
31,A37,0.8862797308927974,0.8903159258257072,0.8929712149538134
32,A38,0.904294567827117,0.9057721418840733,0.9030802152561683
33,A40,0.8849793480576014,0.8700127470844716,0.8645935417170669
34,A41,0.9022096490227627,0.8771155321480413,0.9099922439596748
35,A42,0.7791085377213689,0.7554845772497285,0.7573945102781949
36,A44,0.8217767764805007,0.7523220056024191,0.5066294852639905
37,A45,0.8780642815724902,0.878030351170384,0.8794393927444666
38,A46,0.8692146997488592,0.8743327751962539,0.878074057637098
39,A48,0.8141589959494371,0.8213575998326714,0.8112357483842323
40,A49,0.9088039205516073,0.911450592057392,0.912409660990566
41,A50,0.7905166791121709,0.8092626768510556,0.8048445030000738
42,A51,0.9164623711491128,0.8948231819828899,0.8872008080515594
43,A53,0.818592710895246,0.8302941210137628,0.8507668898078968
44,A54,0.9157031549362366,0.9142548080867097,0.9127283496039933
45,A55,0.8835052881548957,0.8783976936338374,0.8797740424368116
46,A57,0.9059231828234875,0.907709029955317,0.9053802694526026
47,A58,0.7867698721728175,0.7654234034455815,0.778159936186424
48,A59,0.8609360224979161,0.8928128215285067,0.903358623601738
49,A63,0.8198110103131276,0.8292722451242821,0.8338887965520505
50,A64,0.8085323534751528,0.7864561150617275,0.8035902515664679
51,A65,0.9445270863601299,0.9551607945833946,0.9492138132594931
52,A66,0.7921541635406975,0.8026547054572517,0.8204786361774741
53,A68,0.8977100940755766,0.8937251533173163,0.8975325257413025
54,A69,0.8010090294250148,0.856255680543347,0.8323607163657146
55,A70,0.8840274507318973,0.7688060157115472,0.8359371300360185
56,A72,0.8824038522098674,0.8723684131308518,0.8739219186549099
57,A73,0.755583704605554,0.814961064091226,0.8070510816552465
58,A75,0.8627870982353444,0.8691706794603189,0.8522798792950914
59,A76,0.7772288433914047,0.769821733447398,0.7751026856533879
60,A77,0.8517034253424645,0.8265185933690158,0.7373691880889361
61,A80,0.7694275477041436,0.7601864224514681,0.7246264413479475
62,A81,0.7637715493069817,0.7381183094850711,0.7586129283343346
63,A82,0.8511996232414003,0.7873123782318583,0.8138977545530277
64,A83,0.8950367035109725,0.8530292239066737,0.8444523227037047
65,A85,0.5217459320242696,0.5217459320242696,0.7677412122002156
66,A87,0.9036748048736915,0.9081589075264828,0.913779954906186
67,A88,0.9225635402643603,0.9330330152064371,0.9287091687185245
68,A90,0.9054207685230815,0.9099468253639709,0.907139304035249
69,A93,0.895668907878381,0.9062024701553503,0.9125823130179312
70,A94,0.9461834498432377,0.9205365445854014,0.9144224972192692
71,A95,0.7750946674268914,0.7898569934818107,0.7805412437578922
72,A97,0.48048986292536433,0.48048986292536433,0.48048986292536433
73,A98,0.8177114318756399,0.7917236232782185,0.7862558166756676
74,A100,0.9053840495256453,0.9214263410152655,0.960455555555138
75,A101,0.8613653197086542,0.8161053544895982,0.7691593855641051
76,A103,0.8728534986768489,0.8882839817018433,0.8714252269570115
77,A104,0.6463125442209737,0.6463125442209737,0.8830240023484195
78,A105,0.7238823680801474,0.8056503547817704,0.48240761002856836
79,A106,0.8722891640141214,0.8081616645308016,0.8804419972823259
80,A107,0.8177094494581283,0.47817531015138287,0.8369757014700206
81,A109,0.8279473012548115,0.7606749944647689,0.4777909991834236
82,A112,0.8765428622819584,0.8899109683555804,0.8813612578830045
83,A113,0.8596209788455813,0.7395494029698922,0.4964868292921503
84,A114,0.89275556337438,0.7938057453172431,0.803444824121215
85,A115,0.7603289794072172,0.8061792953982291,0.8204792927842299
86,A116,0.8852780853968371,0.8798444923001356,0.8867957522043728
87,A117,0.7676047761499585,0.8782833276485642,0.864096167290219
88,A119,0.89790626938306,0.9031079012698426,0.9008825132822402
89,A121,0.708194770173693,0.47879440431452946,0.7008801674987861
90,A123,0.9102352862992583,0.8894232879400767,0.8714456639459636
91,A125,0.8968595263074879,0.8978980285062627,0.891914722985054
92,A126,0.8119273920317875,0.8576502595862439,0.8759093357593568
93,A127,0.8913450766912732,0.8939791322187463,0.8837147961645755
94,A128,0.775341706595252,0.798363322274711,0.7774666973475085
95,A130,0.7508106758401654,0.7935871543587393,0.846439177898207
96,A132,0.9022074731387484,0.908045140044171,0.9060714754897893
97,A133,0.903717089545737,0.8926738323489949,0.9164486843424825
98,A134,0.9075709669145183,0.8803201592616486,0.8691712664268499
99,A135,0.48424287895823237,0.9104525738206519,0.48424287895823237
100,A136,0.8653379447849171,0.7142157215126499,0.47987893664771364
101,A137,0.8928506188916885,0.8532131613130555,0.8862707021126616
102,A138,0.8157291273543392,0.8935109858297158,0.8792857342620757
103,A139,0.6998091187017244,0.8150056169702219,0.7810412527832991
104,A140,0.8413920100327231,0.8457781087660996,0.926482386280047
105,A142,0.9038016465408109,0.896235672109851,0.824953264953947
106,A143,0.9230159282289423,0.8971160824501337,0.886531332628133
107,A145,0.8740861918442496,0.8757654074298507,0.8799109223521937
108,A146,0.4995001308362136,0.4995001308362136,0.7125352213277129
109,A147,0.8133641207485726,0.7416061484005854,0.4833319223530361
110,A148,0.8575025618010526,0.5631498985996543,0.87065785231947
111,A150,0.8298728081989073,0.758071241550149,0.8556366476249595
112,A153,0.8856252224855762,0.8824345961019416,0.8937373565737423
113,A155,0.8376143183855407,0.78979710046491,0.705256301332535
114,A156,0.48666421232338164,0.7615106252152385,0.8745502325359087
115,A157,0.8931006656201977,0.8843036024430315,0.8806066816804736
116,A160,0.9795033040701921,0.922048843131893,0.8786286325887624
117,A161,0.754389622308382,0.7822346286566247,0.8627894808620928
118,A162,0.8496896120070763,0.7804138113032866,0.8080353284442587
119,A163,0.9495963694803756,0.9547860024245305,0.9488802655482711
120,A164,0.49527785152152803,0.49527785152152803,0.49527785152152803
121,A165,0.8438212003629474,0.7516524059531369,0.5616796600853412
122,A166,0.8026560736866493,0.7876212683168198,0.4805803506677933
123,A167,0.7199416880391929,0.7199416880391929,0.7199416880391929
124,A168,0.8895594008249217,0.8963851039732158,0.8872267097584212
125,A170,0.8936491525941108,0.8986944728131772,0.8982516961299194
126,A171,0.7249693673518055,0.7957458864971947,0.7365112364874582
127,A173,0.7354152437188344,0.803728806124876,0.7508862132244414
128,A174,0.8382715357987943,0.8300539714169974,0.8013597980867907
129,A175,0.7261997058152673,0.8286592521810111,0.8146251079436263
130,A176,0.884738171470551,0.8893173928622196,0.8842786596055683
131,A177,0.7101656173736184,0.7101656173736184,0.853124247658351
132,A178,0.7518731573303519,0.7763459049261617,0.7643181331858921
